COUNTRY CODE	STATE CODE	COUNTY CODE	LOCALITY ID	LOCALITY TYPE	LATITUDE	LONGITUDE	OBSERVATION DATE	TIME OBSERVATIONS STARTED	OBSERVER ID	SAMPLING EVENT IDENTIFIER	PROTOCOL TYPE	PROTOCOL CODE	DURATION MINUTES	EFFORT DISTANCE KM	EFFORT AREA HA	NUMBER OBSERVERS	ALL SPECIES REPORTED	GROUP IDENTIFIER
CN	CN-44		L4347809	H	23.1180480	113.2860340	2021-03-01	06:46:00	obsr1301914	S82538283	Traveling	P22	36	0.540		1	1	
CN	CN-44		L4347809	H	23.1180480	113.2860340	2021-04-24	16:14:00	obsr1504765	S86212062	Stationary	P21	20			1	1	
CN	CN-44		L4347809	H	23.1180480	113.2860340	2021-03-13	15:34:00	obsr1504037	S83288494	Traveling	P22	122	1.710		2	1	G6401844
CN	CN-44		L4347809	H	23.1180480	113.2860340	2021-03-13	15:34:00	obsr1504765	S83288495	Traveling	P22	122	1.710		2	1	G6401844
CN	CN-32		L4381737	H	31.3373677	120.5759602	2021-04-19	11:00:00	obsr1605013	S85965670	Traveling	P22	100	1.000		1	1	
CN	CN-11		L4427370	H	39.9394950	116.6430240	2021-04-04	16:30:00	obsr398321	S84820528	Traveling	P22	120	4.000		1	1	
CN	CN-11		L4427370	H	39.9394950	116.6430240	2021-03-16	16:30:00	obsr398321	S83495870	Traveling	P22	120	3.000		1	1	
CN	CN-11		L4427370	H	39.9394950	116.6430240	2021-05-27	05:00:00	obsr1286037	S89053051	Traveling	P22	111	0.820		1	1	
CN	CN-11		L4427370	H	39.9394950	116.6430240	2021-03-28	16:45:00	obsr398321	S84312244	Traveling	P22	130	4.000		1	1	
CN	CN-11		L4427370	H	39.9394950	116.6430240	2021-03-24	16:00:00	obsr398321	S84043043	Traveling	P22	150	4.000		1	1	
CN	CN-11		L4427370	H	39.9394950	116.6430240	2021-05-26	17:00:00	obsr398321	S89055104	Traveling	P22	120	5.000		1	1	
CN	CN-11		L4427370	H	39.9394950	116.6430240	2021-04-27	15:00:00	obsr398321	S86471620	Traveling	P22	60	4.000		1	1	
CN	CN-11		L4427370	H	39.9394950	116.6430240	2021-03-25	17:45:00	obsr398321	S84110070	Traveling	P22	45	2.000		1	1	
CN	CN-11		L4427370	H	39.9394950	116.6430240	2021-04-16	17:00:00	obsr398321	S85699784	Traveling	P22	90	4.000		1	1	
CN	CN-11		L4427370	H	39.9394950	116.6430240	2021-04-08	16:30:00	obsr398321	S85128654	Traveling	P22	135	3.000		1	1	
CN	CN-11		L4427370	H	39.9394950	116.6430240	2021-04-10	09:30:00	obsr398321	S85201579	Traveling	P22	120	3.000		21	1	
CN	CN-11		L4427370	H	39.9394950	116.6430240	2021-04-06	16:30:00	obsr398321	S85003340	Traveling	P22	120	4.000		1	1	
CN	CN-11		L4427370	H	39.9394950	116.6430240	2021-05-10	18:15:00	obsr398321	S87794520	Traveling	P22	75	4.000		1	1	
CN	CN-11		L4427370	H	39.9394950	116.6430240	2021-05-06	16:45:00	obsr398321	S87250370	Traveling	P22	120	5.000		1	1	
CN	CN-11		L4427370	H	39.9394950	116.6430240	2021-03-13	15:00:00	obsr398321	S83294017	Traveling	P22	210	5.000		1	1	
CN	CN-54		L4774128	H	29.0838740	90.3994160	2021-05-02	14:32:00	obsr973508	S86977949	Stationary	P21	30			4	1	G6990977
CN	CN-54		L4774128	H	29.0838740	90.3994160	2021-05-02	14:32:00	obsr1683033	S91720511	Stationary	P21	30			4	1	G6990977
CN	CN-35		L4813709	H	26.0341884	119.6420145	2021-04-07	08:37:00	obsr1352852	S85004509	Traveling	P22	102	3.785		2	1	
CN	CN-21		L4508939	H	40.6641000	122.1705000	2021-04-15	15:43:00	obsr1196731	S85573298	Stationary	P21	15			1	1	
CN	CN-21		L4508939	H	40.6641000	122.1705000	2021-04-26	10:45:00	obsr568927	S86471700	Traveling	P22	45	0.500		1	1	
CN	CN-65		L4521192	H	43.8900000	88.1000000	2021-05-08	08:00:00	obsr1444142	S87724935	Stationary	P21	10			1	1	
CN	CN-54		L4575611	H	29.6537026	91.0917664	2021-04-26	15:21:00	obsr1352852	S86397962	Traveling	P22	29	1.329		1	1	
CN	CN-42		L4919951	H	30.5459510	114.4183478	2021-04-22	12:46:00	obsr2026822	S104015437	Stationary	P21	194			1	1	
CN	CN-42		L4919951	H	30.5459510	114.4183478	2021-05-22	08:00:00	obsr1924844	S88730932	Traveling	P22	240	2.000		1	1	
CN	CN-31		L4611666	H	30.7460036	121.3936231	2021-03-17	15:18:00	obsr642355	S83546736	Traveling	P22	29	2.017		1	1	
CN	CN-21		L4627976	P	41.0968220	121.8520970	2021-05-11	10:30:00	obsr568927	S87877216	Traveling	P22	240	4.000		2	1	
CN	CN-12		L4655265	H	39.1109319	117.1691708	2021-05-14	06:45:00	obsr952535	S88024488	Traveling	P22	36	1.762		7	1	
CN	CN-12		L4655270	H	39.0871487	117.1613854	2021-05-04	16:55:00	obsr952535	S87069783	Traveling	P22	25	1.009		1	1	
CN	CN-12		L4655270	H	39.0871487	117.1613854	2021-03-14	14:03:00	obsr952535	S83362774	Traveling	P22	25	0.680		6	1	
CN	CN-51		L4658447	H	30.8779210	102.9662260	2021-05-17	06:17:00	obsr969812	S88352382	Traveling	P22	240	2.000		8	1	
CN	CN-51		L4658447	H	30.8779210	102.9662260	2021-05-15	15:00:00	obsr1003116	S89126219	Traveling	P22	150	1.000		6	1	
CN	CN-51		L4658447	H	30.8779210	102.9662260	2021-05-18	05:39:00	obsr969812	S88439647	Traveling	P22	150	2.000		6	1	
CN	CN-51		L4658447	H	30.8779210	102.9662260	2021-05-16	06:14:00	obsr969812	S88252892	Traveling	P22	90	1.000		8	1	
CN	CN-51		L4658447	H	30.8779210	102.9662260	2021-05-15	15:40:00	obsr969812	S88157068	Traveling	P22	120	1.000		4	1	
CN	CN-51		L4661753	H	31.0283980	103.1664210	2021-05-30	06:15:00	obsr770708	S89251115	Traveling	P22	244	5.000		1	1	
CN	CN-51		L4661753	H	31.0283980	103.1664210	2021-05-24	16:24:00	obsr2289657	S89067060	Traveling	P22	120	5.000		6	1	G6801976
CN	CN-51		L4661753	H	31.0283980	103.1664210	2021-05-18	14:00:00	obsr1003116	S89127673	Traveling	P22	120	2.000		6	1	
CN	CN-51		L4661753	H	31.0283980	103.1664210	2021-05-15	08:00:00	obsr1003116	S89126177	Traveling	P22	210	2.000		6	1	
CN	CN-51		L4661753	H	31.0283980	103.1664210	2021-05-19	07:00:00	obsr1003116	S89127772	Traveling	P22	240	2.000		6	1	
CN	CN-51		L4661753	H	31.0283980	103.1664210	2021-05-24	16:00:00	obsr977064	S92364083	Traveling	P22	120	2.000		6	1	
CN	CN-51		L4661753	H	31.0283980	103.1664210	2021-05-24	16:24:00	obsr1056362	S89004397	Traveling	P22	120	5.000		6	1	G6801976
CN	CN-51		L4661753	H	31.0283980	103.1664210	2021-04-25	13:30:00	obsr1403481	S86315110	Traveling	P22	120	2.000		2	1	
CN	CN-51		L4661753	H	31.0283980	103.1664210	2021-05-18	15:25:00	obsr969812	S88439736	Traveling	P22	120	2.000		6	1	
CN	CN-51		L4661753	H	31.0283980	103.1664210	2021-05-15	08:20:00	obsr969812	S88139116	Traveling	P22	180	3.000		4	1	
CN	CN-51		L4664264	H	29.6612480	102.8736300	2021-05-19	17:00:00	obsr1003116	S89127893	Traveling	P22	60	2.000		1	1	
CN	CN-44		L4672350	H	23.1822035	113.3688319	2021-03-28	14:46:00	obsr467863	S84247046	Traveling	P22	122	4.976		1	1	
CN	CN-12		L4706344	H	38.6363830	117.5336695	2021-05-09	09:30:00	obsr1619185	S87585098	Traveling	P22	120	3.000		2	1	G6797885
CN	CN-12		L4706344	H	38.6363830	117.5336695	2021-05-09	09:30:00	obsr1622370	S89007727	Traveling	P22	120	3.000		2	1	G6797885
CN	CN-11		L5062071	H	40.2605578	116.2608433	2021-03-27	14:55:00	obsr1743263	S84180648	Traveling	P22	180	4.828		1	1	
CN	CN-11		L5062071	H	40.2605578	116.2608433	2021-03-03	09:43:00	obsr902039	S82668517	Traveling	P22	198	4.000		4	1	
CN	CN-11		L5062071	H	40.2605578	116.2608433	2021-04-20	07:45:00	obsr2747877	S95972596	Traveling	P22	300	2.000		3	1	G7298722
CN	CN-11		L5062071	H	40.2605578	116.2608433	2021-04-20	07:45:00	obsr1499780	S86014207	Traveling	P22	300	2.000		3	1	G7298722
CN	CN-11		L5062071	H	40.2605578	116.2608433	2021-03-17	14:18:00	obsr974904	S83551504	Traveling	P22	240	2.420		1	1	G6419860
CN	CN-53		L4726152	H	24.9628386	102.6585005	2021-04-12	13:20:00	obsr1632975	S85457340	Stationary	P21	75			3	1	G6545860
CN	CN-53		L4726152	H	24.9628386	102.6585005	2021-04-12	13:20:00	obsr522645	S85450424	Stationary	P21	75			3	1	G6545860
CN	CN-31		L5095384	H	31.0277097	121.4367878	2021-04-26	15:42:00	obsr1871665	S86612084	Traveling	P22	81	2.855		1	1	
CN	CN-44		L5122591	H	22.5302811	113.9840856	2021-04-03	09:45:00	obsr2158692	S90431102	Traveling	P22	4	5.000		2	1	
CN	CN-44		L5122591	H	22.5302811	113.9840856	2021-05-01	15:21:00	obsr1578123	S86775175	Traveling	P22	22	0.517		1	1	
CN	CN-35		L4813709	H	26.0341884	119.6420145	2021-04-11	11:18:00	obsr2410164	S85374183	Traveling	P22	180	2.000		5	1	
CN	CN-31		L5189194	H	31.1441490	121.3694220	2021-03-13	10:15:00	obsr1070082	S83440255	Traveling	P22	240	3.200		2	1	
CN	CN-31		L5189194	H	31.1441490	121.3694220	2021-04-05	09:44:00	obsr1359669	S84822023	Traveling	P22	85	1.768		1	1	
CN	CN-12		L5192640	H	39.0653839	117.1221003	2021-05-12	08:20:00	obsr669418	S177807075	Stationary	P21	160			1	1	
CN	CN-12		L5192640	H	39.0653839	117.1221003	2021-03-10	08:00:00	obsr669418	S177800714	Stationary	P21	120			2	1	
CN	CN-12		L5192640	H	39.0653839	117.1221003	2021-05-10	07:00:00	obsr669418	S177800718	Stationary	P21	45			1	1	
CN	CN-46		L5193155	H	19.4392618	108.8474858	2021-05-26	14:57:00	obsr1403773	S89005996	Traveling	P22	46	3.185		2	1	
CN	CN-65		L5240000	H	48.0768670	86.3429500	2021-05-23	16:32:00	obsr1352852	S88796531	Traveling	P22	54	1.034		4	1	
CN	CN-65		L5240026	H	47.7221998	86.8409204	2021-05-23	09:36:00	obsr1352852	S88786788	Traveling	P22	158	1.666		4	1	
CN	CN-65		L5240026	H	47.7221998	86.8409204	2021-05-23	16:00:00	obsr2094127	S117901184	Traveling	P22	210	3.000		15	1	
CN	CN-12		L5265109	H	38.8852873	117.6553345	2021-05-15	10:00:00	obsr1105068	S89898627	Traveling	P22	180	5.000		5	1	
CN	CN-33		L5270659	H	30.3005571	120.0826837	2021-03-28	10:00:00	obsr2350960	S84267466	Stationary	P21	90			1	1	
CN	CN-33		L5270659	H	30.3005571	120.0826837	2021-04-20	12:15:00	obsr2350960	S85945457	Stationary	P21	85			1	1	
CN	CN-33		L5270659	H	30.3005571	120.0826837	2021-04-21	16:00:00	obsr2315458	S86134136	Stationary	P21	60			1	1	
CN	CN-11		L5270689	H	40.0022330	116.3227158	2021-03-29	10:40:00	obsr1619185	S84319637	Traveling	P22	90	2.000		2	1	
CN	CN-11		L5270689	H	40.0022330	116.3227158	2021-03-29	11:00:00	obsr2237750	S84318796	Traveling	P22	90	2.000		2	1	
CN	CN-11		L5270689	H	40.0022330	116.3227158	2021-05-17	13:00:00	obsr2237750	S88356294	Stationary	P21	60			2	1	
CN	CN-11		L5270689	H	40.0022330	116.3227158	2021-03-31	10:30:00	obsr2237750	S84440130	Stationary	P21	30			1	1	
CN	CN-11		L5270689	H	40.0022330	116.3227158	2021-05-17	13:20:00	obsr1619185	S88356264	Traveling	P22	100	0.500		2	1	
CN	CN-42		L4919951	H	30.5459510	114.4183478	2021-04-09	08:59:00	obsr1336753	S85134249	Traveling	P22	152	2.701		1	1	
CN	CN-42		L4919951	H	30.5459510	114.4183478	2021-04-25	11:32:00	obsr2111837	S86304325	Traveling	P22	154	3.200		1	1	
CN	CN-42		L4919951	H	30.5459510	114.4183478	2021-05-29	15:00:00	obsr2026822	S104015456	Stationary	P21	60			1	1	
CN	CN-42		L4919951	H	30.5459510	114.4183478	2021-03-20	08:00:00	obsr1924844	S83864939	Traveling	P22	200	3.000		1	1	
CN	CN-22		L5400695	H	43.5231910	123.5258510	2021-04-08	09:06:00	obsr643487	S85071017	Traveling	P22	84	2.176		2	1	
CN	CN-22		L5400695	H	43.5231910	123.5258510	2021-04-09	09:10:00	obsr643487	S85133033	Traveling	P22	49	1.441		1	1	
CN	CN-22		L5400695	H	43.5231910	123.5258510	2021-03-31	06:46:00	obsr643487	S84433392	Traveling	P22	60	2.524		1	1	
CN	CN-22		L5400695	H	43.5231910	123.5258510	2021-04-03	06:40:00	obsr643487	S84639850	Traveling	P22	39	1.078		2	1	
CN	CN-22		L5400695	H	43.5231910	123.5258510	2021-04-07	09:30:00	obsr643487	S85058602	Traveling	P22	91	2.627		2	1	
CN	CN-22		L5400695	H	43.5231910	123.5258510	2021-04-04	06:10:00	obsr643487	S84722095	Traveling	P22	60	2.060		2	1	
CN	CN-22		L5400695	H	43.5231910	123.5258510	2021-04-05	06:18:00	obsr643487	S84802359	Traveling	P22	36	2.538		1	1	
CN	CN-22		L5400695	H	43.5231910	123.5258510	2021-03-30	06:10:00	obsr643487	S84368437	Traveling	P22	64	0.936		2	1	
CN	CN-42		L5420922	H	30.5139737	114.4141428	2021-05-20	06:28:00	obsr1336753	S88560594	Traveling	P22	74	1.306		1	1	
CN	CN-11		L5062071	H	40.2605578	116.2608433	2021-04-14	16:00:00	obsr1003116	S85514966	Traveling	P22	120	5.000		1	1	
CN	CN-11		L5062071	H	40.2605578	116.2608433	2021-03-23	11:30:00	obsr2747877	S96100459	Stationary	P21	225			1	1	
CN	CN-11		L5062071	H	40.2605578	116.2608433	2021-03-18	16:00:00	obsr1003116	S83656869	Traveling	P22	60	2.000		1	1	
CN	CN-11		L5062071	H	40.2605578	116.2608433	2021-03-17	14:18:00	obsr1269396	S83553324	Traveling	P22	240	2.420		1	1	G6419860
CN	CN-11		L5062071	H	40.2605578	116.2608433	2021-03-02	10:30:00	obsr1499780	S82614279	Traveling	P22	240	1.500		3	1	
CN	CN-11		L5062071	H	40.2605578	116.2608433	2021-03-03	10:30:00	obsr940577	S82913939	Traveling	P22	120	4.000		1	1	
CN	CN-11		L5062071	H	40.2605578	116.2608433	2021-03-29	11:57:00	obsr1269396	S84443956	Traveling	P22	149	1.926		1	1	
CN	CN-11		L5062071	H	40.2605578	116.2608433	2021-03-30	11:25:00	obsr2747877	S96419268	Stationary	P21	215			3	1	
CN	CN-11		L5062071	H	40.2605578	116.2608433	2021-03-17	10:30:00	obsr2747877	S96218221	Stationary	P21	225			3	1	
CN	CN-11		L5062071	H	40.2605578	116.2608433	2021-04-04	09:47:00	obsr1635646	S84733914	Traveling	P22	50	2.000		1	1	
CN	CN-11		L5062071	H	40.2605578	116.2608433	2021-03-17	10:30:00	obsr1499780	S83559419	Traveling	P22	240	1.000		3	1	
CN	CN-11		L5062071	H	40.2605578	116.2608433	2021-03-19	12:30:00	obsr1074615	S83657824	Traveling	P22	120	2.000		1	1	
CN	CN-11		L5062071	H	40.2605578	116.2608433	2021-03-03	07:30:00	obsr404778	S86843640	Traveling	P22	270	3.000		4	1	G6638221
CN	CN-11		L5062071	H	40.2605578	116.2608433	2021-03-03	07:30:00	obsr1216086	S86843644	Traveling	P22	270	3.000		4	1	G6638221
CN	CN-11		L5062071	H	40.2605578	116.2608433	2021-03-03	07:30:00	obsr535439	S86843641	Traveling	P22	270	3.000		4	1	G6638221
CN	CN-11		L5062071	H	40.2605578	116.2608433	2021-03-03	07:30:00	obsr356220	S86843639	Traveling	P22	270	3.000		4	1	G6638221
CN	CN-11		L5062071	H	40.2605578	116.2608433	2021-03-08	12:34:00	obsr940577	S83005020	Traveling	P22	120	4.000		1	1	
CN	CN-11		L5062071	H	40.2605578	116.2608433	2021-03-03	09:22:00	obsr656444	S82666585	Stationary	P21	20			4	1	
CN	CN-11		L5062071	H	40.2605578	116.2608433	2021-03-29	08:43:00	obsr1499780	S84650909	Traveling	P22	225	1.000		3	1	
CN	CN-11		L5062071	H	40.2605578	116.2608433	2021-03-24	10:48:00	obsr1635646	S83986208	Traveling	P22	20	2.000		1	1	
CN	CN-11		L5062071	H	40.2605578	116.2608433	2021-03-02	10:40:00	obsr2747877	S96103155	Traveling	P22	230	4.100		1	1	
CN	CN-31		L5095384	H	31.0277097	121.4367878	2021-03-02	16:00:00	obsr1129638	S82612105	Stationary	P21	60			1	1	
CN	CN-31		L5095384	H	31.0277097	121.4367878	2021-03-04	16:30:00	obsr1129638	S82721433	Stationary	P21	30			1	1	
CN	CN-36		L5097601	P	29.2481007	117.8637099	2021-04-23	19:58:00	obsr2109197	S86145523	Stationary	P21	5			1	1	
CN	CN-11		L5119148	H	39.8392048	116.2214634	2021-03-06	05:30:00	obsr1701306	S82857268	Traveling	P22	40	1.000		1	1	
CN	CN-44		L5515086	H	22.5249832	113.9961994	2021-04-03	07:45:00	obsr2158692	S90430692	Traveling	P22	45	1.500		2	1	
CN	CN-44		L5515086	H	22.5249832	113.9961994	2021-03-07	08:40:00	obsr2132559	S157292440	Traveling	P22	180	2.000		1	1	
CN	CN-11		L5119148	H	39.8392048	116.2214634	2021-03-20	13:00:00	obsr1701306	S83732193	Traveling	P22	20	0.500		1	1	
CN	CN-45		L5570255	P	23.8881640	106.6191230	2021-04-07	18:07:00	obsr1543711	S85013445	Stationary	P21	27			2	1	G6514981
CN	CN-45		L5570255	P	23.8881640	106.6191230	2021-04-07	18:07:00	obsr160444	S85013442	Stationary	P21	27			2	1	G6514981
CN	CN-45		L5570255	P	23.8881640	106.6191230	2021-04-30	18:34:00	obsr160444	S86703294	Stationary	P21	25			2	1	G6634062
CN	CN-45		L5570255	P	23.8881640	106.6191230	2021-04-08	07:55:00	obsr1543711	S85072722	Stationary	P21	23			1	1	
CN	CN-45		L5570255	P	23.8881640	106.6191230	2021-04-06	17:27:00	obsr160444	S84902958	Stationary	P21	12			2	1	G6514907
CN	CN-45		L5570255	P	23.8881640	106.6191230	2021-04-16	09:50:00	obsr1543711	S85629864	Traveling	P22	45	0.322		1	1	
CN	CN-45		L5570255	P	23.8881640	106.6191230	2021-04-11	08:53:00	obsr1543711	S85570284	Stationary	P21	15			2	1	G6552428
CN	CN-45		L5570255	P	23.8881640	106.6191230	2021-04-11	17:24:00	obsr1543711	S85570286	Traveling	P22	30	0.568		2	1	G6552429
CN	CN-45		L5570255	P	23.8881640	106.6191230	2021-04-14	18:21:00	obsr1543711	S85570287	Stationary	P21	10			2	1	G6552430
CN	CN-45		L5570255	P	23.8881640	106.6191230	2021-04-06	17:27:00	obsr1543711	S85012531	Stationary	P21	12			2	1	G6514907
CN	CN-45		L5570255	P	23.8881640	106.6191230	2021-04-17	14:53:00	obsr1543711	S85789606	Stationary	P21	12			2	1	G6567764
CN	CN-45		L5570255	P	23.8881640	106.6191230	2021-04-19	18:00:00	obsr1543711	S85878797	Stationary	P21	10			2	1	G6574224
CN	CN-45		L5570255	P	23.8881640	106.6191230	2021-04-19	18:00:00	obsr160444	S85878778	Stationary	P21	10			2	1	G6574224
CN	CN-11		L5589260	H	39.6384470	115.5911171	2021-04-08	10:12:00	obsr969812	S85073637	Traveling	P22	90	0.300		1	1	
CN	CN-11		L5589260	H	39.6384470	115.5911171	2021-04-10	13:45:00	obsr554321	S85292118	Traveling	P22	131	1.640		6	1	G6533475
CN	CN-11		L5589260	H	39.6384470	115.5911171	2021-04-10	13:45:00	obsr551523	S85292116	Traveling	P22	131	1.640		6	1	G6533475
CN	CN-11		L5589260	H	39.6384470	115.5911171	2021-04-02	12:00:00	obsr1207716	S85132164	Traveling	P22	180	3.000		3	1	
CN	CN-11		L5589260	H	39.6384470	115.5911171	2021-04-10	13:45:00	obsr601590	S85292115	Traveling	P22	131	1.640		6	1	G6533475
CN	CN-11		L5589260	H	39.6384470	115.5911171	2021-04-10	13:45:00	obsr535439	S85292114	Traveling	P22	131	1.640		6	1	G6533475
CN	CN-11		L5589260	H	39.6384470	115.5911171	2021-04-10	13:45:00	obsr1216086	S85292117	Traveling	P22	131	1.640		6	1	G6533475
CN	CN-31		L5189194	H	31.1441490	121.3694220	2021-03-09	12:00:00	obsr1605013	S83066241	Traveling	P22	130	3.000		1	1	
CN	CN-12		L5192640	H	39.0653839	117.1221003	2021-03-05	08:00:00	obsr669418	S177807062	Stationary	P21	120			1	1	
CN	CN-12		L5192640	H	39.0653839	117.1221003	2021-05-31	08:00:00	obsr669418	S177807076	Stationary	P21	120			1	1	
CN	CN-12		L5192640	H	39.0653839	117.1221003	2021-05-09	05:30:00	obsr669418	S177807074	Stationary	P21	70			1	1	
CN	CN-12		L5192640	H	39.0653839	117.1221003	2021-05-06	09:00:00	obsr669418	S177807072	Stationary	P21	120			1	1	
CN	CN-12		L5192640	H	39.0653839	117.1221003	2021-04-20	08:00:00	obsr669418	S177807071	Stationary	P21	120			1	1	
CN	CN-12		L5192640	H	39.0653839	117.1221003	2021-04-19	08:00:00	obsr669418	S177807070	Stationary	P21	120			1	1	
CN	CN-12		L5192640	H	39.0653839	117.1221003	2021-04-14	08:00:00	obsr669418	S177807069	Stationary	P21	120			1	1	
CN	CN-12		L5192640	H	39.0653839	117.1221003	2021-04-06	08:00:00	obsr669418	S177807068	Stationary	P21	120			1	1	
CN	CN-12		L5192640	H	39.0653839	117.1221003	2021-03-19	08:00:00	obsr669418	S177807067	Stationary	P21	120			2	1	
CN	CN-12		L5192640	H	39.0653839	117.1221003	2021-03-16	08:00:00	obsr669418	S177807065	Stationary	P21	120			1	1	
CN	CN-12		L5192640	H	39.0653839	117.1221003	2021-03-11	08:00:00	obsr669418	S177807064	Stationary	P21	120			1	1	
CN	CN-12		L5192640	H	39.0653839	117.1221003	2021-03-09	08:00:00	obsr669418	S177807063	Stationary	P21	120			1	1	
CN	CN-12		L5192640	H	39.0653839	117.1221003	2021-03-02	08:00:00	obsr669418	S177807061	Stationary	P21	120			1	1	
CN	CN-12		L5192640	H	39.0653839	117.1221003	2021-05-07	19:20:00	obsr669418	S177800717	Stationary	P21	10			1	1	
CN	CN-12		L5192640	H	39.0653839	117.1221003	2021-03-04	08:00:00	obsr669418	S177800698	Stationary	P21	120			1	1	
CN	CN-31		L5189194	H	31.1441490	121.3694220	2021-05-05	15:15:00	obsr2023049	S93070474	Traveling	P22	150	3.000		1	1	
CN	CN-46		L5193155	H	19.4392618	108.8474858	2021-03-15	17:57:00	obsr1336753	S83438340	Traveling	P22	120	1.609		3	1	
CN	CN-53		L5218867	H	25.8071285	100.2247524	2021-03-23	10:00:00	obsr3075025	S109624553	Stationary	P21	60			20	1	
CN	CN-45		L5223205	H	22.4767349	106.9821722	2021-04-03	17:44:00	obsr2132559	S86022782	Traveling	P22	64	0.560		1	1	
CN	CN-65		L5240026	H	47.7221998	86.8409204	2021-05-19	18:30:00	obsr990141	S88519061	Traveling	P22	90	2.000		16	1	G6788062
CN	CN-65		L5240026	H	47.7221998	86.8409204	2021-05-19	18:30:00	obsr1207716	S88877786	Traveling	P22	90	2.000		16	1	G6788062
CN	CN-31		L5245850	H	31.2218880	121.4200660	2021-04-23	15:20:00	obsr2768020	S116584548	Stationary	P21	140			2	1	G8771377
CN	CN-31		L5245850	H	31.2218880	121.4200660	2021-04-23	15:20:00	obsr2424157	S86153139	Stationary	P21	140			2	1	G8771377
CN	CN-65		L5240026	H	47.7221998	86.8409204	2021-05-23	15:45:00	obsr1124857	S88811696	Traveling	P22	240	5.000		14	1	
CN	CN-11		L5653239	H	39.9606330	115.6744230	2021-03-27	10:20:00	obsr919549	S84380715	Traveling	P22	15	0.100		3	1	
CN	CN-65		L5243224	H	47.8659920	88.1197870	2021-05-23	00:00:00	obsr1124857	S88810780	Stationary	P21	60			5	1	
CN	CN-36		L5243249	H	29.3938267	118.0261250	2021-05-02	15:04:00	obsr1787376	S86878304	Stationary	P21	180			2	1	
CN	CN-12		L5255423	H	38.9115466	117.1119904	2021-03-07	15:00:00	obsr669418	S177806995	Stationary	P21	100			5	1	
CN	CN-33		L5270659	H	30.3005571	120.0826837	2021-04-17	07:26:00	obsr3367837	S123201323	Traveling	P22	210	5.000		1	1	
CN	CN-11		L5270689	H	40.0022330	116.3227158	2021-05-17	07:40:00	obsr1194656	S88367591	Traveling	P22	60	1.000		1	1	
CN	CN-11		L5270689	H	40.0022330	116.3227158	2021-04-17	18:30:00	obsr2237750	S85701468	Stationary	P21	30			1	1	
CN	CN-11		L5270689	H	40.0022330	116.3227158	2021-04-13	16:18:00	obsr2237750	S85459984	Traveling	P22	120	2.000		1	1	
